fact_id	fact
11065	kantine
11066	kanzach
11067	kanzler
11068	kanzleramt
11069	kanzleramtschef
11070	kanzlercheck
11071	kanzlerduell
11072	kanzlergehalt
11073	kanzlerin
11074	kanzlerinnenduell
11075	kanzlerinnenkette
11076	kanzlerinnenwahlverein
11077	kanzlerinstimme
11078	kanzlerka
11079	kanzlerwahlverein
11080	kanzlerwetter
11081	kapazitätsinsuffizienz
11082	kapellen
11083	kaperbr
11084	kaperbrief
11085	kaperbrief_e
11086	kaperbriefe
11087	kaperbriefen
11088	kaperfruhstuck
11089	kaperfrühstuck
11090	kaperfrühstück
11091	kaperfrühstuk
11092	kaperfrustuck
11093	kapernrief
11094	kapitalflucht
11095	kapitalismus
11096	kapitel21
11097	kapitol
11098	kappelbergturnier
11099	kappeln
11100	kappishäusern
11101	kaputt
11102	kaputteargumente
11103	kaputteplakateaufräumen
11104	karabag
11105	karaoke
11106	karasek
11107	kärcher
11108	kardinal
11109	kardinalsamt
11110	karikatur
11111	karikaturen
11112	karllagerfeldstore
11113	karlmarx
11114	karlmay
11115	karlsdorf
11116	karlshorst
11117	karlsplatz
11118	karlsruhe
11119	karlsruherfreiheitsthesen
11120	karlsurhe
11121	karlwaldmann
11122	karmacom
11123	karnevalslieder
11124	karnickelcontent
11125	karpfen
11126	karpfensaison
11127	karrierecenter
11128	karrierechancen
11129	karriereleiter
11130	karrieresalat
11131	karrierr
11132	karrierristen
11133	karstadt
11134	karte
11135	kartenspiele
11136	kartoffel
11137	kartoffelfeuer
11138	kartoffelsalat
11139	kartoffelsalatgate
11140	kartoffelsuppe
11141	kärwa
11142	kas
11143	käse
11144	käseblatt
11145	käsekuchen
11146	kasino
11147	kassel
11148	kasselcalden
11149	kassenmobbing
11150	kassenpatienten
11151	kassensturz
11152	kastanienallee
11153	kastengesellschaft
11154	kastl
11155	katar
11156	katar2022
11157	katastrophe
11158	katastrophenschut
11159	katastrophenschutz
11160	kate
11161	kategoriec
11162	kategorien
11163	kateinde
11164	kateinderklappse
11165	katerfruehstueck
11166	katerfrühstück
11167	katerfrüstück
11168	katerreport
11169	katersalon
11170	kates
11171	katewilliam
11172	katharina
11173	katharinentreppe
11174	katholiken
11175	katholikentag
11176	katholisch
11177	katilpolis
11178	katjariemann
11179	katlenburg
11180	katreinderklappse
11181	katrinauftour
11182	katrinontour
11183	kattaproblems
11184	kattascha
11185	kattowitz
11186	katwarn
11187	katze
11188	katzedastier
11189	katzen
11190	katzenberger
11191	katzencontent
11192	katzenspielzeug
11193	katzentag
11194	kauder
11195	kauderei
11196	kaufbeuren
11197	kaufkraft
11198	käuflich
11199	kaufungen
11200	kaunas
11201	kauser
11202	kauserleikreisel
11203	kav
11204	kavaliershaus
11205	kavallerie
11206	kawaiiwahlkampf
11207	kawumm
11208	kawummbat
11209	kaykin
11210	kayone
11211	kbraten
11212	kcheck
11213	kd
11214	kde
11215	kdfb
11216	kdr
11217	ke
11218	kebekus
11219	keepthepressureon
11220	kef
11221	kefer
11222	kehl
11223	kehrwieder
11224	keimzelle
11225	kein
11226	keinabzug
11227	keinaccount
11228	keinangsthasen
11229	keinbetreuungsgeld
11230	keinbockaufnazis
11231	keinbriefschlitz
11232	keine
11233	keine_alternative
11234	keineahnung
11235	keineahnungwarum
11236	keinealterna
11237	keinealternative
11238	keinealternativefür
11239	keinealternativefürdeutschland
11240	keineanderenprobleme
11241	keineantwort
11242	keineausschließeritis
11243	keineblindkopie
11244	keinebuga
11245	keineeinfachenzeiten
11246	keineexperimente
11247	keineexperimenteherrschäuble
11248	keinefaktenbitte
11249	keinehose
11250	keinekarten
11251	keinekeks
11252	keinekekse
11253	keineklonsimwahlkampf
11254	keinekoalitionmitdercdu
11255	keineleerewiebeimerkel
11256	keinemachtdendrogen
11257	keinemaerchenverbreiten
11258	keinenfußbreit
11259	keinenfussbreit
11260	keinenmeter
11261	keineoppos
11262	keinepanik
11263	keinepkwma
11264	keinepkwmaut
11265	keineplatitüdeauslassenistirgendwiekeinegrosseidee
11266	keinepointe
11267	keinepolizeimehr
11268	keineprofitemitdermiete
11269	keinesatire
11270	keinesorge
11271	keinespießerpartei
11272	keinetagebaue
11273	keinetodesstrafe
11274	keineüberraschung
11275	keinf
11276	keinflachland
11277	keinfracking
11278	keinfreundundhelfer
11279	keinfu
11280	keinfuss
11281	keinfussb
11282	keinfussball
11283	keinfußbre
11284	keinfußbreit
11285	keinfussbreit
11286	keinfußbreitundso
11287	keingoldesel
11288	keinhistoriker
11289	keinkafkazitat
11290	keinkommentar
11291	keinkommentat
11292	keinkontext
11293	keinlink
11294	keinmen
11295	keinmenschistillegal
11296	keinmenschistilligal
11297	keinmeter
11298	keinnetz
11299	keinneuland
11300	keinpiratencontent
11301	keinplatzfuernazis
11302	keinplatzfürnazis
11303	keinponyhof
11304	keinprogramm
11305	keinrassistaber
11306	keinreim
11307	keinscherz
11308	keinschnellesnetz
11309	keinschwarzgrün
11310	keinschweinruftmichan
11311	keinshitstorm
11312	keinunterrichtsbeginnvorneun
11313	keinvaterland
11314	keinvergebenkeinvergessen
11315	keinvergessen
11316	keinwitz
11317	keinzelfall
11318	keinzustand
11319	keinzwanni
11320	keithalexander
11321	keksdose
11322	kekse
11323	kelber
11324	kelheim
11325	kelheimwinzer
11326	kelkheim
11327	kelle
11328	kellergeist
11329	kellerkinder
11330	kelly
11331	kelsterbach
11332	kelsterbacher
11333	kemberg
11334	kempen
11335	kemper
11336	kempten
11337	kenia
11338	kennenwirschon
11339	kennstesiche
11340	kennzeichen
11341	kennzeichnung
11342	kennzeichnungspflicht
11343	kenya
11344	kerb
11345	kerbal
11346	kern
11347	kernkompetenz
11348	kernkraft
11349	kernthemen
11350	kerry
11351	kersbach
11352	kerstin
11353	kerstin_andrea
11354	kerstindirekt
11355	kerwe
11356	kessel
11357	kessenich
11358	kette
11359	ketten
11360	kettenduell
11361	kettenduelle
11362	kettenrauchertweet
11363	keul
11364	keule
11365	keuznach
11366	kevelaer
11367	kevelaerer
11368	kevin
11369	keynes
11370	keynote
11371	keystonexl
11372	kfc
11373	kfz
11374	kga
11375	kge
11376	khadr
11377	khk
11378	ki
11379	kibe
11380	kicher
11381	kichertweet
11382	kickass2
11383	kicker
11384	kickers
11385	kickersofass
11386	kickoff
11387	kickoff13
11388	kickoff2013
11389	kickstarter
11390	kidding
11391	kiel
11392	kiesewetter
11393	kießling
11394	kiev
11395	kiez
11396	kiezfahrräder
11397	kiezgespräch
11398	kiezgespraech
11399	kiezkind
11400	kiezkultur
11401	kiezspaziergang
11402	kiezspinne
11403	kiezundkneipe
11404	kiezväter
11405	kiezwehrtsich
11406	kiffer
11407	kiffertweet
11408	kifoeg
11409	kiga
11410	kijupa
11411	kik
11412	kika
11413	killahp
11414	killbill
11415	killer
11416	killerantworten
11417	killerschach
11418	killerspiel
11419	killerspieleverbot
11420	killesberg
11421	kin
11422	kind
11423	kinde
11424	kinder
11425	kinderarmut
11426	kinderbetreuung
11427	kinderbetreuungsplatz
11428	kinderfest
11429	kinderfilm
11430	kinderfotos
11431	kindergarten
11432	kindergeld
11433	kindergrundsicherung
11434	kinderhaus
11435	kinderhospiz
11436	kinderland
11437	kinderlied
11438	kinderliederbücher
11439	kindermuseum
11440	kinderpolitik
11441	kinderrechte
11442	kinderschänder
11443	kinderschutz
11444	kinderschutzbund
11445	kindersex
11446	kinderspaß
11447	kindert
11448	kindertag
11449	kindertagespflege
11450	kinderwunsch
11451	kindesmißbrauch
11452	kindesmissbrauch
11453	kindeswohl
11454	kindheitserinnerungen
11455	kindheitsidol
11456	kindle
11457	kindlerkurier
11458	kingofkotelett
11459	kingofkottelett
11460	kingofpop
11461	kino
11462	kinoatitsbest
11463	kinonacht
11464	kinosommer
11465	kinospot
11466	kinox
11467	kinski
11468	kinski2
11469	kinzigpiraten
11470	kipiraten
11471	kipo
11472	kipping
11473	kiprojekt
11474	kirberg
11475	kirchberg
11476	kirchberger
11477	kirchdorf
11478	kirche
11479	kirchen
11480	kirchenarbeitsrecht
11481	kirchenmusik
11482	kirchensteuer
11483	kirchentages
11484	kircheundreligionen
11485	kirchhain
11486	kirchheim
11487	kirchheimteck
11488	kirchick
11489	kirchliches
11490	kirchlichesarbeitsrecht
11491	kirchsteinbek
11492	kirchweidach
11493	kirchweih
11494	kirk
11495	kirmes
11496	kis
11497	kiss
11498	kissenschlachten
11499	kissingen
11500	kit
11501	kita
11502	kitaausbau
11503	kitademo
11504	kitapflicht
11505	kitaplatz
11506	kitaplätze
11507	kitas
11508	kitastattkabel
11509	kittelfoto
11510	kitzingen
11511	kitzinger
11512	kiwi
11513	kjg
11514	kk
11515	kk13
11516	kkk
11517	kkw
11518	kl
11519	kl1
11520	klabautercast
11521	kladow
11522	klaeden
11523	klage
11524	klappe
11525	klappedie1
11526	klappehalten
11527	klappentext
11528	klappsmühlentweet
11529	klappspaten
11530	klappstuhl
11531	klareansage
11532	klareaussagen
11533	klarekante
11534	klarerfall
11535	klares
11536	klaresache
11537	klarespree
11538	klareverhältnisse
11539	klarheit
11540	klarmachenändern
11541	klarmachenzumändern
11542	ķlarmachenzumändern
11543	klarnamen
11544	klarstellungstw
11545	klarstellungstweet
11546	klarte
11547	klartext
11548	klasse
11549	klassedankdafür
11550	klassenkampf
11551	klassenkämpfer
11552	klassenlehrerin
11553	klassenpflegschaft
11554	klassiker
11555	klassikfürkenner
11556	klassismus
11557	klaupartei
11558	klausmann
11559	klausomobil
11560	klauspeterwillsch
11561	klausur
11562	klausurtagung
11563	klausurvorbereitung
11564	klebeparty
11565	kleber
11566	klehranlage
11567	kleidertauschringe
11568	kleine
11569	kleineanfrage
11570	kleineidam
11571	kleinekoalition
11572	kleineparteien
11573	kleinerenten
11574	kleinerlöffel
11575	kleinesarschloch
11576	kleingläubigen
11577	kleinklein
11578	kleinku
11579	kleist
11580	kleister
11581	kleistermassaker
11582	kleistern
11583	kleisterparty
11584	klettern
11585	kleve
11586	kleyerstraße
11587	klh
11588	kli
11589	klientelpflege
11590	klientelpolitik
11591	klientelregierung
11592	klim
11593	klima
11594	klimaanlageoversized
11595	klimabericht
11596	klimacamp
11597	klimaerwärmung
11598	klimagerecht
11599	klimakiller
11600	klimapaniker
11601	klimapark
11602	klimapolitik
11603	klimapolitiker
11604	klimaregulierern
11605	klimaretter
11606	klimasc
11607	klimaschutz
11608	klimaschutzgesetz
11609	klimaschutzplan
11610	klimawandel
11611	klimawandelflausch
11612	klimawandels
11613	klimawissenschaften
11614	klimaxschutz
11615	klingb
11616	klingbeil
11617	klingbeil2013
11618	klingelbeutel
11619	klingelterror
11620	klingenberg
11621	klinik
11622	kliniken
11623	kliniklyrics
11624	klinikskandal
11625	klink
11626	klischee
11627	klischko
11628	klitschko
11629	klitschkopovetkin
11630	klöckner
11631	kloeppel
11632	klookschietenkannichauch
11633	klopapieralle
11634	klopp
11635	klöppelschule
11636	klos
11637	klose
11638	kloster
11639	klosterntern
11640	klosterschule
11641	klotsche
11642	kloud
11643	klub27
11644	klubkonkret
11645	klug
11646	klugheit
11647	klugscheißertweet
11648	klugscheißtweet
11649	kluk
11650	klüngel
11651	klüngelsaufen
11652	klütz
11653	kmk
11654	kml
11655	kmv
11656	kmv133
11657	kmvdus
11658	kmvrkn132
11659	kmvs
11660	knaackklub
11661	knabber
11662	knaller
11663	knallerdestages
11664	knauerschule
11665	knecht
11666	kneipentour
11667	kneipenwahlkampf
11668	kniffel
11669	knigge
11670	knoblauchtweet
11671	knorkator
11672	knuddel
11673	knüppelau
11674	knutkreuch
11675	knuts
11676	knutschen
11677	ko
11678	koa
11679	koalition
11680	koalitionen
11681	koalitionitis
11682	koalitionskrach
11683	koalitionslieder
11684	koalitionsverhandl
11685	koalitionsverhandlungen
11686	koalitionszwang
11687	koalitonen
11688	koblenz
11689	koblenzmyk
11690	kocamp2
11691	kochbuch
11692	kochhse
11693	koeffizient
11694	koeln
11695	koelnrat
11696	koepenickerappell
11697	koerberforum
11698	koffeinfrei
11699	koffeininsuffizienztweet
11700	koffer
11701	kofferfabrik
11702	kohl
11703	kohlberg
11704	kohle
11705	kohleausstieg
11706	kohlekraft
11707	kohlekraftwerke
11708	kohlepartei
11709	köhler
11710	kohlestrom
11711	kohlmethode
11712	kohrenerlandmolkerei
11713	kokohlores
11714	kokonsum
11715	kolat
11716	kolberg
11717	kolibri
11718	kollabo
11719	kollaboration
11720	kollateralschäden
11721	kölle
11722	kollegium
11723	köln
11724	köln2
11725	kölner
11726	kölnii
11727	kolonialedenke
11728	kolping
11729	kolpingwerk
11730	kolu
11731	kolumbien
11732	kom
11733	koma
11734	komatv
11735	kombi
11736	kombibad
11737	kombüse
11738	komfortzone
11739	komisch_guck
11740	komischelandmarkenimkopf
11741	komischeleutetweet
11742	komischerplanet
11743	komischertagheut
11744	komischesinternet
11745	komkootreffen
11746	kommentar
11747	kommerz
11748	kommetalle
11749	kommsseausbottrop
11750	kommtschonnoch
11751	kommunal
11752	kommunal2014
11753	kommunalerfinanzausgleich
11754	kommunalfinanzen
11755	kommunalpiraten
11756	kommunalpolitik
11757	kommunalsoli
11758	kommunalwahl
11759	kommunalwahl14
11760	kommunalwahlen
11761	kommunalwahlgesetz
11762	kommunalwahlnrw
11763	kommunbräu
11764	kommune
11765	kommunen
11766	kommunikation
11767	kommunikationsfail
11768	kommunikationslinke
11769	kommunismus
11770	kommunwahl
11771	kommvorbei
11772	komnunbräu
11773	komödie
11774	kompagate
11775	kompaniefeldwebel
11776	kompass
11777	kompatibilität
11778	kompetent
11779	kompetenz
11780	kompetenzteam
11781	kompiko
11782	kompilieren
11783	komplett
11784	komplexität
11785	komplime
11786	kompliment
11787	kompliziert
11788	kompromisssuche
11789	kon
11790	konach
11791	kondolenztweet
11792	konexpress
11793	konflikt
11794	konflikte
11795	konfuziussagt
11796	kongo
11797	kongress
11798	königsbronn
11799	königshain
11800	königsplatz
11801	königsstrass
11802	königstein
11803	königstr
11804	könimussleben
11805	konjunktur
11806	konjunkturindikator
11807	konkrete
11808	konkurrenzfail
11809	konkurs
11810	konnexität
11811	könntehelfen
11812	könntekotzen
11813	konrinthen
11814	konsequenzen
11815	konservativ
11816	konservative
11817	konstanz
11818	konstatierungstweet
11819	konsti
11820	konstituierung
11821	konstrukteur
11822	konstruktivesmisstrauensvotum
11823	konsu
11824	konsulat
11825	konsumfuror
11826	konsumlu
11827	konsumlust
11828	konsumopfer
11829	konsumsucht
11830	konsumsula
11831	konsumursel
11832	kontakte
11833	kontaktlinsenwiederraus
11834	kontaktlisten
11835	kontaktsperre
11836	konter
11837	kontext
11838	kontextegalrt
11839	kontolle
11840	kontraproduktiv
11841	kontrastprogramm
11842	kontrolle
11843	kontrollen
11844	kontrollgremium
11845	kontrollmangel
11846	kontrollverlust
11847	kontrollwahn
11848	kontrovers
11849	konvent
11850	konversion
11851	konz
11852	konzentrationsstörung
11853	konzept
11854	konzernbesteuerung
11855	konzerne
11856	konzertierteaktion
11857	konziliant
11858	kooperationsverbot
11859	köpenick
11860	kopf
11861	kopfauftisch
11862	kopfgegenwand
11863	kopfhalt
11864	kopfhängenlass
11865	kopfhoch
11866	kopfhörerzulaut
11867	kopfkino
11868	kopfklatsch
11869	kopfkratz
11870	kopflos
11871	kopflospiraten
11872	kopfmitthemen
11873	kopfoderzahl
11874	kopfpauschale
11875	kopfschmerz
11876	kopfschmerzenausderhölle
11877	kopfschüttel
11878	kopfschütteltweet
11879	kopfstein
11880	kopfstimmentweet
11881	kopftisch
11882	kopftischkante
11883	kopfwand
11884	kopfweh
11885	kopfwehtweet
11886	kopfzutisch
11887	köpi
11888	kopo_ef
11889	koppel95
11890	kopptisch
11891	kopschüttel
11892	korallen
11893	korbach
11894	korbacherresolution
11895	körber
11896	körberforum
11897	korinthen
11898	korinthenkacker
11899	korkenknall
11900	kornmarkt
11901	kornwestheim
11902	koroni
11903	körpersprache
11904	körperwelten
11905	korr
11906	korrekturen
11907	korrekturprogramm
11908	korrekturtweet
11909	korrigiert
11910	korruption
11911	korruptionbeenden
11912	korruptionstransparenztweet
11913	korrupution
11914	korschenbroich
11915	kösemen
11916	kosmetik
11917	kosmetika
11918	kosovo
11919	kosten
11920	kostenfrage
11921	kostenlos
11922	kostenrechtsmodernisierungsgesetz
11923	kostenvorteile
11924	köstlich
11925	kot
11926	kotti
11927	kottico
11928	kottiundco
11929	kotz
11930	kotzalarm
11931	kotzen
11932	kotzkotzkotz
11933	kötzting
11934	kotztüte
11935	koufogiorgos
11936	kowalewski
11937	kpb
11938	kpmp8
11939	kpö
11940	kpt132
11941	kptgi131
11942	kptle132
11943	kptrgb
11944	kpv
11945	krabat
11946	krach
11947	kraehennest
11948	kraft
11949	kraftwerk
11950	kraftwerke
11951	kragen
11952	kräh
11953	krähen
11954	krähennest
11955	krahmer
11956	krahmerladen
11957	kraichtal
11958	krajewski
11959	krakau
11960	krake
11961	kramer
11962	kramm
11963	kramnik
11964	kramp_karrenbauer
11965	krampus
11966	krank
11967	kranke
11968	krankenhaus
11969	krankenhausdienst
11970	krankenhausfinanzierung
11971	krankenkasse
11972	krankenkassen
11973	krankenpflege
11974	krankenschwester
11975	krankewelt
11976	krankheit
11977	krankheitstweet
11978	krankheitsvertretung
11979	krass
11980	krasseaktion
11981	krassekiste
11982	krassescheisse
11983	kratz
11984	krauel
11985	krautday
11986	krauthawk
11987	krawalle
11988	krawalltourismus
11989	krawatte
11990	kreative
11991	kreativestadt
11992	kreativpakt
11993	kreativpause
11994	kreativwirtschaft
11995	krebs
11996	krebsberatungsstelle
11997	krebsfällen
11998	kredite
11999	kreditkarte
12000	krefeld
12001	krefelderstr
12002	kreidefrei
12003	kreidezeit
12004	kreis
12005	kreis_wesel
12006	kreisborken
12007	kreisch
12008	kreiselternrat
12009	kreishandwerkerschaft
12010	kreislauf
12011	kreislauffoo
12012	kreislauftweet
12013	kreissteinfurt
12014	kreistag
12015	kreistaglds
12016	kreisunna
12017	kreisverkehr
12018	kreisviersen
12019	kreiswahlausschuss
12020	kreiswerke
12021	kremenholl
12022	kremmen
12023	kresse
12024	kreta
12025	kretsch
12026	kretschmann
12027	kreuch
12028	kreuzberg
12029	kreuzbergerin
12030	kreuzbergs
12031	kreuzdepp
12032	kreuzer
12033	kreuznach
12034	kreuzschlag
12035	kreuzundquerbrd
12036	kreuzworträtsel
12037	krgelections
12038	krieg
12039	krieger
12040	krieges
12041	krieggegenfrauen
12042	kriegstreiberei
12043	kriegsverbrechen
12044	kriftel
12045	krippe
12046	krippenausbau
12047	kriptoparty
12048	krischen
12049	krise
12050	krisentendenzen
12051	kristallkugel
12052	kritiker
12053	kroatien
12054	kroatischer
12055	kröber
12056	kroes
12057	krokodil
12058	krömer
12059	kronach
12060	kronberg
12061	krone
12062	kronloyal
12063	kroos
12064	kröpcke
12065	krpytoparty
12066	krstic
12067	krümelmonster
12068	krümeltweet
12069	krumwiede
12070	kruse
12071	kruzifixe
12072	krypoparty
12073	krypotdisk
12074	krypotparty
12075	krypro
12076	krypto
12077	kryptodisk
12078	kryptografie
12079	kryptographie
12080	kryptop
12081	kryptoparties
12082	kryptoparty
12083	kryptopartydie2
12084	kryptopartyettlingen
12085	kryptopartyhd
12086	kryptopartys
12087	kryptopavillon
12088	kryptoschulung
12089	krytoparty
12090	krzzzfiebnibnibnib
12091	ksc
12092	ksf
12093	ksj
12094	ksk
12095	kskpetition
12096	ksksdl
12097	ksr
12098	ksta
12099	ksv
12100	kt
12101	kt14
12102	kthxbai
12103	ktlw
12104	ktmkk
12105	ku
12106	kubabefreien
12107	kubicki
12108	kubuntu
12109	küche
12110	kuchen
12111	kuchenrunde
12112	küchenschränke
12113	kudamm
12114	kudammbeach
12115	kudla
12116	kuenast
12117	küferfest
12118	kugelpudel
12119	kühl
12120	kuhlhausen
12121	kühlschrank
12122	kuhn
12123	kuhvergleiche
12124	kulac
12125	kulaç
12126	kulissen
12127	kullisfüralle
12128	kulmbach
12129	küln
12130	kulrurflatrate
12131	kult
12132	kultschule
12133	kultur
12134	kultur_und_so
12135	kulturabend
12136	kulturausschuss
12137	kulturcampus
12138	kulturcheck
12139	kulturellevielfalt
12140	kulturfestwoche
12141	kulturgarten
12142	kulturhaus
12143	kulturinsel
12144	kulturkaffee
12145	kulturlandschaft
12146	kulturmatinee
12147	kulturnachrichten
12148	kulturnacht
12149	kulturpolitik
12150	kultursommer
12151	kultursommerfest
12152	kulturtankstelle
12153	kulturzeit
12154	külzring
12155	kummer
12156	kün
12157	künast
12158	kunde
12159	kundenservice
12160	kundgebung
12161	kündigung
12162	kündigungsschutz
12163	kundus
12164	kunduz
12165	kungelei
12166	kunst
12167	kunstführung
12168	kunsthalle
12169	künstlersozialkasse
12170	künstlersozialversicherung
12171	künstliche
12172	künstlichefingernägel
12173	kunstpause
12174	kunstverein
12175	kunterbunt
12176	kunze
12177	künzelsau
12178	kupfer
12179	kupferdreh
12180	kupoge
12181	küpper
12182	küps
12183	kürbissaison
12184	kurden
12185	kurdistan
12186	kurie
12187	kurier
12188	kurswechsel
12189	kurtbeck
12190	kurth
12191	kurvenflyer
12192	kurzarmhemd
12193	kurzarmhemden
12194	kurzekabelbinder
12195	kurzerzwischenstopp
12196	kürzesteanalyse
12197	kurzgeschi
12198	kurzgeschichte
12199	kurzinfo
12200	kurzschluss
12201	kurzundknackig
12202	kurzundknackigprogrammgate
12203	kürzungspotenzial
12204	kurzurlaubstweet
12205	kurzvormabgrund
12206	kurzwahlprogramm
12207	kuschelpädagogik
12208	küstenkoalition
12209	küstentour
12210	kutschke
12211	kutteln
12212	kuvb
12213	kuz
12214	kv
12215	kv3d
12216	kvadkul
12217	kvb
12218	kvbörde
12219	kvdd
12220	kvjenaleaks
12221	kvkafka
12222	kvkaland
12223	kvmeissen
12224	kvmordor
12225	kvor
12226	kvorsitzung
12227	kvosterode
12228	kvrababa
12229	kvrek
12230	kvsitzung
12231	kvstuttgart
12232	kvv
12233	kvvorhopp
12234	kvvorsitzung
12235	kw
12236	kw13
12237	kw14
12238	kw14nrw
12239	kw2014
12240	kw35
12241	kw37
12242	kwa
12243	kwahl14
12244	kwalitet
12245	kwaśniewski
12246	kwnds
12247	kwnds13
12248	kxl
12249	kylie
12250	kz
12251	l
12252	la
12253	la_biennale
12254	laaaangweilig
12255	laatzen
12256	labbadia
12257	laberlaberlaber
12258	labern
12259	laberns
12260	labogue
12261	laborburger
12262	labour
12263	labrador
12264	labrodor
12265	lach
12266	lachanfall
12267	lache
12268	lächelnundwinken
12269	lachenoderweinen
12270	lächerlich
12271	lachfla
12272	lachflasch
12273	lachflash
12274	lachkrampf
12275	lachs
12276	lactose
12277	lactosefrei
12278	ladadi
12279	ladenburg
12280	ladenschluss
12281	ladesäulen
12282	ladiesinblack
12283	ladieslunch
12284	ladygaga
12285	laemmerhof
12286	laenderrat
12287	lafamilia
12288	lafontaine
12289	lag
12290	lagarde
12291	lager
12292	lagerbochum
12293	lagerdenken
12294	lagerfeld
12295	lagerplatz
12296	lageso
12297	lagunaseca
12298	lahmohneende
12299	lahn
12300	lahnstein
12301	lahr
12302	lakenmacher
12303	lako15
12304	lakonrw
12305	lakotta
12306	lala
12307	lalala
12308	lalalalalalalala
12309	lalelu
12310	lam
12311	lambdakalküle
12312	lamdanet
12313	lame
12314	lametta
12315	lamm
12316	lammert
12317	lammf
12318	lamp
12319	lampde
12320	lampdeusahh
12321	lampdusahh
12322	lampe
12323	lamped
12324	lampedu
12325	lampedus
12326	lampedusa
12327	lampedusab
12328	lampedusahh
12329	lampedusahhh
12330	lampedusainhamburg
12331	lan
12332	land
12333	landärztemangel
12334	landau
12335	landderhorizonte
12336	länder
12337	länderfinanzausgleich
12338	länderfusion
12339	länderneugliederung
12340	länderrat
12341	länderrates
12342	landesausschuss
12343	landesdatenschutzbeauftragter
12344	landesdelegiertenversammlung
12345	landesgartenschau
12346	landesgesellschaft
12347	landesgruppe
12348	landesgruppen
12349	landesjugendring
12350	landeskommando
12351	landesliga
12352	landesliste
12353	landeslisten
12354	landesmuseumsverband
12355	landesparteirat
12356	landesparteitag
12357	landesrechnungshof
12358	landesrecht
12359	landesregierung
12360	landesregierungnrw
12361	landessaunagericht
12362	landesschatzirantgruppe
12363	landesschiedsgericht
12364	landesvater
12365	landesväter
12366	landesverfassungsgericht
12367	landesverrat
12368	landesverweis
12369	landesvorstand
12370	landeswahlausschuss
12371	landfrauen
12372	landgrabbing
12373	landkampf
12374	landkarte
12375	landkreis
12376	landleben
12377	ländlichenraum
12378	ländlicheräume
12379	ländlicherraum
12380	landoft
12381	landofthebraveandthefree
12382	landofthefree
12383	landplakatierung
12384	landrat
12385	landratswahl
12386	landratswahlen2013
12387	landratwahl
12388	landrover
12389	landschaftspflege
12390	landschaftsschutzgebiet
12391	landshut
12392	landstuhl
12393	landtag
12394	landtagmv
12395	landtagnrw
12396	landtagsabgeordneten
12397	landtagsit
12398	landtagskandidaten
12399	landtagswahl
12400	landtagswahlenbayern2013
12401	landungsb
12402	landungsbrücken
12403	landvolk
12404	landwirte
12405	landwirten
12406	landwirtsc
12407	landwirtscha
12408	landwirtschaft
12409	landwirtschaftsminister
12410	langebrück
12411	langegeschichte
12412	langejupisitzung
12413	langelangeher
12414	langelangeistsher
12415	langeliste
12416	langen
12417	langenaseanfahrraddiebe
12418	langenbach
12419	langenberg
12420	langenfeld
12421	langenhagen
12422	langenhorn
12423	längeregrschichte
12424	langertag
12425	langerweg
12426	langesliegengebliebenearbeitaufholwochenende
12427	langeweile
12428	langfristig
12429	langhaarpiraten
12430	langhans
12431	langstrumpf
12432	langweilig
12433	langweiligefilme
12434	lanier
12435	lanparty
12436	lanz
12437	lanztrinkspiel
12438	laola
12439	lappen
12440	laptop
12441	lärm
12442	lärmschutz
12443	lasange
12444	laschet
12445	lassdichueberraschen
12446	lassenwirdas
12447	lassteuchfeiern
12448	lasstsolchescherze
12449	laßtunspolitikv
12450	lastchance
12451	lastchristmas
12452	lastenrad
12453	lastenträger
12454	lästertweet
12455	lastfm
12456	lästigehürde
12457	lastletter
12458	lastmail
12459	lastminutelearning
12460	lastnightoftheproms
12461	lastretweet
12462	lastretweets
12463	lastrt
12464	lastsms
12465	lasttw
12466	lasttweet
12467	lasttweets
12468	lastweet
12469	latein
12470	lateinamerika
12471	latenightcontent
12472	lateralus
12473	latergram
12474	laternenf
12475	latex
12476	latte
12477	lattemutti
12478	latvia
12479	laubach
12480	laubfrosch
12481	lauchheim
12482	lauer
12483	laufbahnen
12484	laufen
12485	lauffuermehrzeit
12486	lauffürmehrzeit
12487	läuft
12488	lauftweet
12489	laufzeitverlängerung
12490	laumann
12491	laupheim
12492	laureus
12493	lause8
12494	lausi
12495	lausitz
12496	lausitzer8
12497	laut
12498	lautedemo
12499	lauterbach
12500	lauterern
12501	lautern
12502	lauterseufzer
12503	lauterstein
12504	lavabit
12505	lavieren
12506	lavo
12507	lavobb
12508	lavobe
12509	lavofilme
12510	lavogedöns
12511	lavoinpb
12512	lavoistschuld
12513	lavoleaks
12514	lavomumble
12515	lavonrw
12516	lavor
12517	lavosh
12518	lavosi
12519	lavositzung
12520	lavrov
12521	lawandorder
12522	lbb
12523	lbg
12524	lbnonpd
12525	lbvbw
12526	lbw13
12527	lcs
12528	ldk
12529	ldk13
12530	ldknst
12531	ldknz
12532	ldkth
12533	ldp
12534	lds
12535	ldsb
12536	le
12537	lea
12538	leader
12539	leak
12540	leaks
12541	leandros
12542	leapmotion
12543	learnfromthejooz
12544	leavethechurchday
12545	lebach
12546	lebanon
12547	leben
12548	lebenamlimit
12549	lebenamminimum
12550	lebenbrauchtvielfalt
12551	lebenlernen
12552	lebenserhaltungskosten
12553	lebenserwartung
12554	lebensferne
12555	lebenshaus
12556	lebenshilfe
